,id,season,stage,date,match_api_id,home_team_goal,away_team_goal,home_team,away_team,league
15420,15421,2015/2016,1,2015-08-09,1983277,0,3,AZ,Ajax,Netherlands Eredivisie
15421,15422,2015/2016,1,2015-08-12,1983278,1,0,N.E.C.,Excelsior,Netherlands Eredivisie
15422,15423,2015/2016,1,2015-08-12,1983279,1,1,FC Groningen,FC Twente,Netherlands Eredivisie
15423,15424,2015/2016,1,2015-08-09,1983280,1,1,Willem II,Vitesse,Netherlands Eredivisie
15424,15425,2015/2016,10,2015-10-23,1983353,1,2,PEC Zwolle,FC Utrecht,Netherlands Eredivisie
15425,15426,2015/2016,10,2015-10-24,1983354,2,2,Willem II,SC Heerenveen,Netherlands Eredivisie
15426,15427,2015/2016,10,2015-10-24,1983355,0,1,De Graafschap,Heracles Almelo,Netherlands Eredivisie
15427,15428,2015/2016,10,2015-10-24,1983356,1,3,FC Twente,PSV,Netherlands Eredivisie
15428,15429,2015/2016,10,2015-10-24,1983357,1,2,Roda JC Kerkrade,Excelsior,Netherlands Eredivisie
15429,15430,2015/2016,10,2015-10-25,1983358,1,1,SC Cambuur,ADO Den Haag,Netherlands Eredivisie
15430,15431,2015/2016,10,2015-10-25,1983359,1,3,Vitesse,Ajax,Netherlands Eredivisie
15431,15432,2015/2016,10,2015-10-25,1983360,1,1,N.E.C.,FC Groningen,Netherlands Eredivisie
15432,15433,2015/2016,10,2015-10-25,1983361,3,1,Feyenoord,AZ,Netherlands Eredivisie
15433,15434,2015/2016,11,2015-10-30,1983362,2,1,Heracles Almelo,Willem II,Netherlands Eredivisie
15434,15435,2015/2016,11,2015-10-31,1983363,2,0,FC Groningen,PEC Zwolle,Netherlands Eredivisie
15435,15436,2015/2016,11,2015-10-31,1983364,6,0,Ajax,Roda JC Kerkrade,Netherlands Eredivisie
15436,15437,2015/2016,11,2015-10-31,1983365,0,3,Excelsior,Vitesse,Netherlands Eredivisie
15437,15438,2015/2016,11,2015-10-31,1983366,3,6,De Graafschap,PSV,Netherlands Eredivisie
15438,15439,2015/2016,11,2015-11-01,1983367,1,0,ADO Den Haag,Feyenoord,Netherlands Eredivisie
15439,15440,2015/2016,11,2015-11-01,1983368,2,0,SC Heerenveen,SC Cambuur,Netherlands Eredivisie
15440,15441,2015/2016,11,2015-11-01,1983369,4,2,FC Utrecht,FC Twente,Netherlands Eredivisie
15441,15442,2015/2016,11,2015-11-01,1983370,2,4,AZ,N.E.C.,Netherlands Eredivisie
15442,15443,2015/2016,12,2015-11-06,1983371,1,1,Roda JC Kerkrade,ADO Den Haag,Netherlands Eredivisie
15443,15444,2015/2016,12,2015-11-07,1983372,1,4,FC Twente,SC Heerenveen,Netherlands Eredivisie
15444,15445,2015/2016,12,2015-11-07,1983373,2,0,N.E.C.,De Graafschap,Netherlands Eredivisie
15445,15446,2015/2016,12,2015-11-07,1983374,2,3,Willem II,Excelsior,Netherlands Eredivisie
15446,15447,2015/2016,12,2015-11-07,1983375,1,1,PEC Zwolle,Heracles Almelo,Netherlands Eredivisie
15447,15448,2015/2016,12,2015-11-08,1983376,3,1,PSV,FC Utrecht,Netherlands Eredivisie
15448,15449,2015/2016,12,2015-11-08,1983377,2,2,SC Cambuur,FC Groningen,Netherlands Eredivisie
15449,15450,2015/2016,12,2015-11-08,1983378,1,1,Feyenoord,Ajax,Netherlands Eredivisie
15450,15451,2015/2016,12,2015-11-08,1983379,0,2,Vitesse,AZ,Netherlands Eredivisie
15451,15452,2015/2016,13,2015-11-21,1983380,3,1,AZ,SC Heerenveen,Netherlands Eredivisie
15452,15453,2015/2016,13,2015-11-21,1983381,0,5,Roda JC Kerkrade,PEC Zwolle,Netherlands Eredivisie
15453,15454,2015/2016,13,2015-11-21,1983382,5,1,Ajax,SC Cambuur,Netherlands Eredivisie
15454,15455,2015/2016,13,2015-11-21,1983383,2,2,Willem II,PSV,Netherlands Eredivisie
15455,15456,2015/2016,13,2015-11-21,1983384,1,2,De Graafschap,FC Groningen,Netherlands Eredivisie
15456,15457,2015/2016,13,2015-11-22,1983385,0,0,Heracles Almelo,Excelsior,Netherlands Eredivisie
15457,15458,2015/2016,13,2015-11-22,1983386,5,0,Feyenoord,FC Twente,Netherlands Eredivisie
15458,15459,2015/2016,13,2015-11-22,1983387,1,0,N.E.C.,FC Utrecht,Netherlands Eredivisie
15459,15460,2015/2016,13,2015-11-22,1983388,2,2,ADO Den Haag,Vitesse,Netherlands Eredivisie
15460,15461,2015/2016,14,2015-11-27,1983389,2,3,SC Cambuur,De Graafschap,Netherlands Eredivisie
15461,15462,2015/2016,14,2015-11-28,1983390,3,0,SC Heerenveen,Roda JC Kerkrade,Netherlands Eredivisie
15462,15463,2015/2016,14,2015-11-28,1983391,2,4,Excelsior,Feyenoord,Netherlands Eredivisie
15463,15464,2015/2016,14,2015-11-28,1983392,1,3,FC Twente,Willem II,Netherlands Eredivisie
15464,15465,2015/2016,14,2015-11-29,1983393,1,0,Vitesse,N.E.C.,Netherlands Eredivisie
15465,15466,2015/2016,14,2015-11-29,1983394,0,2,PEC Zwolle,Ajax,Netherlands Eredivisie
15466,15467,2015/2016,14,2015-11-29,1983395,2,1,FC Groningen,ADO Den Haag,Netherlands Eredivisie
15467,15468,2015/2016,14,2015-11-29,1983396,4,2,FC Utrecht,Heracles Almelo,Netherlands Eredivisie
15468,15469,2015/2016,14,2015-11-29,1983397,3,0,PSV,AZ,Netherlands Eredivisie
15469,15470,2015/2016,15,2015-12-04,1983398,0,1,AZ,ADO Den Haag,Netherlands Eredivisie
15470,15471,2015/2016,15,2015-12-05,1983399,1,1,Excelsior,FC Twente,Netherlands Eredivisie
15471,15472,2015/2016,15,2015-12-05,1983400,0,1,De Graafschap,FC Utrecht,Netherlands Eredivisie
15472,15473,2015/2016,15,2015-12-05,1983401,0,1,Vitesse,PSV,Netherlands Eredivisie
15473,15474,2015/2016,15,2015-12-05,1983402,5,2,Ajax,SC Heerenveen,Netherlands Eredivisie
15474,15475,2015/2016,15,2015-12-06,1983403,3,0,Willem II,SC Cambuur,Netherlands Eredivisie
15475,15476,2015/2016,15,2015-12-06,1983404,3,0,Feyenoord,Heracles Almelo,Netherlands Eredivisie
15476,15477,2015/2016,15,2015-12-06,1983405,2,2,N.E.C.,PEC Zwolle,Netherlands Eredivisie
15477,15478,2015/2016,15,2015-12-06,1983406,0,0,Roda JC Kerkrade,FC Groningen,Netherlands Eredivisie
15478,15479,2015/2016,16,2015-12-11,1983407,2,1,SC Heerenveen,Excelsior,Netherlands Eredivisie
15479,15480,2015/2016,16,2015-12-12,1983408,2,1,FC Twente,De Graafschap,Netherlands Eredivisie
15480,15481,2015/2016,16,2015-12-12,1983409,3,1,SC Cambuur,N.E.C.,Netherlands Eredivisie
15481,15482,2015/2016,16,2015-12-12,1983410,1,1,PSV,Roda JC Kerkrade,Netherlands Eredivisie
15482,15483,2015/2016,16,2015-12-12,1983411,1,1,ADO Den Haag,Willem II,Netherlands Eredivisie
15483,15484,2015/2016,16,2015-12-13,1983412,1,0,FC Utrecht,Ajax,Netherlands Eredivisie
15484,15485,2015/2016,16,2015-12-13,1983413,2,1,PEC Zwolle,AZ,Netherlands Eredivisie
15485,15486,2015/2016,16,2015-12-13,1983414,1,1,FC Groningen,Feyenoord,Netherlands Eredivisie
15486,15487,2015/2016,16,2015-12-13,1983415,1,1,Heracles Almelo,Vitesse,Netherlands Eredivisie
15487,15488,2015/2016,17,2015-12-18,1983416,5,1,Vitesse,FC Twente,Netherlands Eredivisie
15488,15489,2015/2016,17,2015-12-20,1983417,3,2,Willem II,Roda JC Kerkrade,Netherlands Eredivisie
15489,15490,2015/2016,17,2015-12-19,1983418,2,1,Heracles Almelo,FC Groningen,Netherlands Eredivisie
15490,15491,2015/2016,17,2015-12-19,1983419,3,2,PSV,PEC Zwolle,Netherlands Eredivisie
15491,15492,2015/2016,17,2015-12-19,1983420,2,2,AZ,FC Utrecht,Netherlands Eredivisie
15492,15493,2015/2016,17,2015-12-20,1983421,1,4,Excelsior,SC Cambuur,Netherlands Eredivisie
15493,15494,2015/2016,17,2015-12-20,1983422,0,4,SC Heerenveen,ADO Den Haag,Netherlands Eredivisie
15494,15495,2015/2016,17,2015-12-20,1983423,3,1,N.E.C.,Feyenoord,Netherlands Eredivisie
15495,15496,2015/2016,17,2015-12-20,1983424,2,1,Ajax,De Graafschap,Netherlands Eredivisie
15496,15497,2015/2016,18,2016-01-15,1983425,4,0,FC Twente,Heracles Almelo,Netherlands Eredivisie
15497,15498,2015/2016,18,2016-01-16,1983426,0,2,SC Cambuur,Vitesse,Netherlands Eredivisie
15498,15499,2015/2016,18,2016-01-16,1983427,5,2,PEC Zwolle,SC Heerenveen,Netherlands Eredivisie
15499,15500,2015/2016,18,2016-01-16,1983428,0,1,Roda JC Kerkrade,AZ,Netherlands Eredivisie
15500,15501,2015/2016,18,2016-01-16,1983429,2,0,De Graafschap,Excelsior,Netherlands Eredivisie
15501,15502,2015/2016,18,2016-01-17,1983430,0,1,ADO Den Haag,Ajax,Netherlands Eredivisie
15502,15503,2015/2016,18,2016-01-17,1983431,0,2,Feyenoord,PSV,Netherlands Eredivisie
15503,15504,2015/2016,18,2016-01-17,1983432,1,4,FC Groningen,FC Utrecht,Netherlands Eredivisie
15504,15505,2015/2016,18,2016-01-17,1983433,1,0,N.E.C.,Willem II,Netherlands Eredivisie
15505,15506,2015/2016,19,2016-01-22,1983434,0,0,FC Groningen,N.E.C.,Netherlands Eredivisie
15506,15507,2015/2016,19,2016-01-23,1983435,2,1,Heracles Almelo,De Graafschap,Netherlands Eredivisie
15507,15508,2015/2016,19,2016-01-23,1983436,1,0,Ajax,Vitesse,Netherlands Eredivisie
15508,15509,2015/2016,19,2016-01-23,1983437,0,1,Excelsior,Roda JC Kerkrade,Netherlands Eredivisie
15509,15510,2015/2016,19,2016-01-23,1983438,3,1,SC Heerenveen,Willem II,Netherlands Eredivisie
15510,15511,2015/2016,19,2016-01-24,1983439,4,2,AZ,Feyenoord,Netherlands Eredivisie
15511,15512,2015/2016,19,2016-01-24,1983440,1,0,FC Utrecht,PEC Zwolle,Netherlands Eredivisie
15512,15513,2015/2016,19,2016-01-24,1983441,4,2,PSV,FC Twente,Netherlands Eredivisie
15513,15514,2015/2016,19,2016-01-24,1983442,2,1,ADO Den Haag,SC Cambuur,Netherlands Eredivisie
15514,15515,2015/2016,2,2015-08-14,1983281,3,0,Vitesse,Roda JC Kerkrade,Netherlands Eredivisie
15515,15516,2015/2016,2,2015-08-15,1983282,0,3,De Graafschap,PEC Zwolle,Netherlands Eredivisie
15516,15517,2015/2016,2,2015-08-15,1983283,3,0,Ajax,Willem II,Netherlands Eredivisie
15517,15518,2015/2016,2,2015-08-15,1983284,1,4,FC Twente,ADO Den Haag,Netherlands Eredivisie
15518,15519,2015/2016,2,2015-08-15,1983285,2,2,Excelsior,AZ,Netherlands Eredivisie
15519,15520,2015/2016,2,2015-08-16,1983286,2,0,PSV,FC Groningen,Netherlands Eredivisie
15520,15521,2015/2016,2,2015-08-16,1983287,0,2,SC Cambuur,Feyenoord,Netherlands Eredivisie
15521,15522,2015/2016,2,2015-08-16,1983288,1,1,FC Utrecht,SC Heerenveen,Netherlands Eredivisie
15522,15523,2015/2016,2,2015-08-16,1983289,3,0,Heracles Almelo,N.E.C.,Netherlands Eredivisie
15523,15524,2015/2016,20,2016-01-26,1983443,1,1,Willem II,FC Groningen,Netherlands Eredivisie
15524,15525,2015/2016,20,2016-01-26,1983444,0,0,Ajax,Heracles Almelo,Netherlands Eredivisie
15525,15526,2015/2016,20,2016-01-27,1983445,3,1,AZ,SC Cambuur,Netherlands Eredivisie
15526,15527,2015/2016,20,2016-01-27,1983446,2,0,N.E.C.,FC Twente,Netherlands Eredivisie
15527,15528,2015/2016,20,2016-01-27,1983447,3,1,De Graafschap,ADO Den Haag,Netherlands Eredivisie
15528,15529,2015/2016,20,2016-01-27,1983448,1,3,Excelsior,PSV,Netherlands Eredivisie
15529,15530,2015/2016,20,2016-01-27,1983449,1,1,Vitesse,PEC Zwolle,Netherlands Eredivisie
15530,15531,2015/2016,20,2016-01-28,1983450,1,0,Roda JC Kerkrade,FC Utrecht,Netherlands Eredivisie
15531,15532,2015/2016,20,2016-01-28,1983451,1,2,Feyenoord,SC Heerenveen,Netherlands Eredivisie
15532,15533,2015/2016,21,2016-01-29,1983452,0,0,Willem II,Heracles Almelo,Netherlands Eredivisie
15533,15534,2015/2016,21,2016-01-30,1983453,0,0,Vitesse,Excelsior,Netherlands Eredivisie
15534,15535,2015/2016,21,2016-01-30,1983454,1,3,PEC Zwolle,FC Groningen,Netherlands Eredivisie
15535,15536,2015/2016,21,2016-01-30,1983455,4,2,PSV,De Graafschap,Netherlands Eredivisie
15536,15537,2015/2016,21,2016-01-30,1983456,0,3,N.E.C.,AZ,Netherlands Eredivisie
15537,15538,2015/2016,21,2016-01-31,1983457,2,2,Roda JC Kerkrade,Ajax,Netherlands Eredivisie
15538,15539,2015/2016,21,2016-01-31,1983458,0,1,SC Cambuur,SC Heerenveen,Netherlands Eredivisie
15539,15540,2015/2016,21,2016-01-31,1983459,0,2,Feyenoord,ADO Den Haag,Netherlands Eredivisie
15540,15541,2015/2016,21,2016-01-31,1983460,3,1,FC Twente,FC Utrecht,Netherlands Eredivisie
15541,15542,2015/2016,22,2016-02-05,1983461,0,0,Excelsior,Willem II,Netherlands Eredivisie
15542,15543,2015/2016,22,2016-02-06,1983462,2,2,ADO Den Haag,Roda JC Kerkrade,Netherlands Eredivisie
15543,15544,2015/2016,22,2016-02-06,1983463,1,3,SC Heerenveen,FC Twente,Netherlands Eredivisie
15544,15545,2015/2016,22,2016-02-06,1983464,1,0,AZ,Vitesse,Netherlands Eredivisie
15545,15546,2015/2016,22,2016-02-06,1983465,2,0,Heracles Almelo,PEC Zwolle,Netherlands Eredivisie
15546,15547,2015/2016,22,2016-02-07,1983466,2,1,Ajax,Feyenoord,Netherlands Eredivisie
15547,15548,2015/2016,22,2016-02-07,1983467,1,1,De Graafschap,N.E.C.,Netherlands Eredivisie
15548,15549,2015/2016,22,2016-02-07,1983468,2,0,FC Groningen,SC Cambuur,Netherlands Eredivisie
15549,15550,2015/2016,22,2016-02-07,1983469,0,2,FC Utrecht,PSV,Netherlands Eredivisie
15550,15551,2015/2016,23,2016-02-12,1983470,0,2,SC Cambuur,FC Utrecht,Netherlands Eredivisie
15551,15552,2015/2016,23,2016-02-13,1983471,3,6,Heracles Almelo,AZ,Netherlands Eredivisie
15552,15553,2015/2016,23,2016-02-13,1983472,0,0,Willem II,De Graafschap,Netherlands Eredivisie
15553,15554,2015/2016,23,2016-02-13,1983473,0,1,Roda JC Kerkrade,FC Twente,Netherlands Eredivisie
15554,15555,2015/2016,23,2016-02-13,1983474,3,0,Vitesse,SC Heerenveen,Netherlands Eredivisie
15555,15556,2015/2016,23,2016-02-14,1983475,1,2,FC Groningen,Ajax,Netherlands Eredivisie
15556,15557,2015/2016,23,2016-02-14,1983476,3,1,PEC Zwolle,Feyenoord,Netherlands Eredivisie
15557,15558,2015/2016,23,2016-02-14,1983477,2,4,Excelsior,ADO Den Haag,Netherlands Eredivisie
15558,15559,2015/2016,23,2016-02-14,1983478,0,3,N.E.C.,PSV,Netherlands Eredivisie
15559,15560,2015/2016,24,2016-02-19,1983479,0,2,ADO Den Haag,PEC Zwolle,Netherlands Eredivisie
15560,15561,2015/2016,24,2016-02-20,1983480,4,1,AZ,FC Groningen,Netherlands Eredivisie
15561,15562,2015/2016,24,2016-02-20,1983481,1,1,SC Heerenveen,N.E.C.,Netherlands Eredivisie
15562,15563,2015/2016,24,2016-02-20,1983482,2,0,PSV,Heracles Almelo,Netherlands Eredivisie
15563,15564,2015/2016,24,2016-02-20,1983483,3,0,FC Twente,SC Cambuur,Netherlands Eredivisie
15564,15565,2015/2016,24,2016-02-21,1983484,1,1,Feyenoord,Roda JC Kerkrade,Netherlands Eredivisie
15565,15566,2015/2016,24,2016-02-21,1983485,2,1,FC Utrecht,Willem II,Netherlands Eredivisie
15566,15567,2015/2016,24,2016-02-21,1983486,3,0,Ajax,Excelsior,Netherlands Eredivisie
15567,15568,2015/2016,24,2016-02-21,1983487,2,2,De Graafschap,Vitesse,Netherlands Eredivisie
15568,15569,2015/2016,25,2016-02-26,1983488,2,0,Excelsior,N.E.C.,Netherlands Eredivisie
15569,15570,2015/2016,25,2016-02-27,1983489,2,0,FC Twente,FC Groningen,Netherlands Eredivisie
15570,15571,2015/2016,25,2016-02-27,1983490,1,0,SC Cambuur,PEC Zwolle,Netherlands Eredivisie
15571,15572,2015/2016,25,2016-02-27,1983491,2,0,PSV,ADO Den Haag,Netherlands Eredivisie
15572,15573,2015/2016,25,2016-02-27,1983492,0,1,Vitesse,Willem II,Netherlands Eredivisie
15573,15574,2015/2016,25,2016-02-28,1983493,0,5,Heracles Almelo,Roda JC Kerkrade,Netherlands Eredivisie
15574,15575,2015/2016,25,2016-02-28,1983494,0,1,De Graafschap,SC Heerenveen,Netherlands Eredivisie
15575,15576,2015/2016,25,2016-02-28,1983495,1,2,FC Utrecht,Feyenoord,Netherlands Eredivisie
15576,15577,2015/2016,25,2016-02-28,1983496,4,1,Ajax,AZ,Netherlands Eredivisie
15577,15578,2015/2016,26,2016-03-04,1983497,2,1,ADO Den Haag,FC Twente,Netherlands Eredivisie
15578,15579,2015/2016,26,2016-03-05,1983498,2,1,PEC Zwolle,De Graafschap,Netherlands Eredivisie
15579,15580,2015/2016,26,2016-03-06,1983499,2,0,AZ,Excelsior,Netherlands Eredivisie
15580,15581,2015/2016,26,2016-03-05,1983500,0,3,FC Groningen,PSV,Netherlands Eredivisie
15581,15582,2015/2016,26,2016-03-05,1983501,0,4,SC Heerenveen,FC Utrecht,Netherlands Eredivisie
15582,15583,2015/2016,26,2016-03-06,1983502,1,0,N.E.C.,Heracles Almelo,Netherlands Eredivisie
15583,15584,2015/2016,26,2016-03-06,1983503,0,4,Willem II,Ajax,Netherlands Eredivisie
15584,15585,2015/2016,26,2016-03-06,1983504,1,2,Roda JC Kerkrade,Vitesse,Netherlands Eredivisie
15585,15586,2015/2016,26,2016-03-06,1983505,3,1,Feyenoord,SC Cambuur,Netherlands Eredivisie
15586,15587,2015/2016,27,2016-03-11,1983506,3,0,De Graafschap,Roda JC Kerkrade,Netherlands Eredivisie
15587,15588,2015/2016,27,2016-03-12,1983507,0,2,Willem II,AZ,Netherlands Eredivisie
15588,15589,2015/2016,27,2016-03-12,1983508,1,1,PSV,SC Heerenveen,Netherlands Eredivisie
15589,15590,2015/2016,27,2016-03-12,1983509,2,1,FC Twente,PEC Zwolle,Netherlands Eredivisie
15590,15591,2015/2016,27,2016-03-12,1983510,2,1,Excelsior,FC Groningen,Netherlands Eredivisie
15591,15592,2015/2016,27,2016-03-13,1983511,2,2,FC Utrecht,ADO Den Haag,Netherlands Eredivisie
15592,15593,2015/2016,27,2016-03-13,1983512,3,1,Heracles Almelo,SC Cambuur,Netherlands Eredivisie
15593,15594,2015/2016,27,2016-03-13,1983513,0,2,Vitesse,Feyenoord,Netherlands Eredivisie
15594,15595,2015/2016,27,2016-03-13,1983514,2,2,Ajax,N.E.C.,Netherlands Eredivisie
15595,15596,2015/2016,28,2016-03-18,1983515,2,1,FC Utrecht,Excelsior,Netherlands Eredivisie
15596,15597,2015/2016,28,2016-03-19,1983516,0,1,SC Heerenveen,Heracles Almelo,Netherlands Eredivisie
15597,15598,2015/2016,28,2016-03-19,1983517,3,1,Feyenoord,De Graafschap,Netherlands Eredivisie
15598,15599,2015/2016,28,2016-03-19,1983518,4,1,PEC Zwolle,Willem II,Netherlands Eredivisie
15599,15600,2015/2016,28,2016-03-19,1983519,0,1,SC Cambuur,Roda JC Kerkrade,Netherlands Eredivisie
15600,15601,2015/2016,28,2016-03-20,1983520,2,2,FC Twente,AZ,Netherlands Eredivisie
15601,15602,2015/2016,28,2016-03-20,1983521,0,3,FC Groningen,Vitesse,Netherlands Eredivisie
15602,15603,2015/2016,28,2016-03-20,1983522,1,0,ADO Den Haag,N.E.C.,Netherlands Eredivisie
15603,15604,2015/2016,28,2016-03-20,1983523,0,2,PSV,Ajax,Netherlands Eredivisie
15604,15605,2015/2016,29,2016-04-02,1983524,1,1,Heracles Almelo,FC Utrecht,Netherlands Eredivisie
15605,15606,2015/2016,29,2016-04-02,1983525,2,2,De Graafschap,SC Cambuur,Netherlands Eredivisie
15606,15607,2015/2016,29,2016-04-02,1983526,2,4,AZ,PSV,Netherlands Eredivisie
15607,15608,2015/2016,29,2016-04-02,1983527,3,0,Feyenoord,Excelsior,Netherlands Eredivisie
15608,15609,2015/2016,29,2016-04-02,1983528,2,3,Willem II,FC Twente,Netherlands Eredivisie
15609,15610,2015/2016,29,2016-04-03,1983529,2,1,N.E.C.,Vitesse,Netherlands Eredivisie
15610,15611,2015/2016,29,2016-04-03,1983530,1,2,Roda JC Kerkrade,SC Heerenveen,Netherlands Eredivisie
15611,15612,2015/2016,29,2016-04-03,1983531,0,1,ADO Den Haag,FC Groningen,Netherlands Eredivisie
15612,15613,2015/2016,29,2016-04-03,1983532,3,0,Ajax,PEC Zwolle,Netherlands Eredivisie
15613,15614,2015/2016,3,2015-08-21,1983290,2,0,FC Groningen,Excelsior,Netherlands Eredivisie
15614,15615,2015/2016,3,2015-08-22,1983291,1,0,Roda JC Kerkrade,De Graafschap,Netherlands Eredivisie
15615,15616,2015/2016,3,2015-08-22,1983292,1,1,SC Heerenveen,PSV,Netherlands Eredivisie
15616,15617,2015/2016,3,2015-08-23,1983293,0,2,N.E.C.,Ajax,Netherlands Eredivisie
15617,15618,2015/2016,3,2015-08-22,1983294,1,6,SC Cambuur,Heracles Almelo,Netherlands Eredivisie
15618,15619,2015/2016,3,2015-08-23,1983295,2,1,PEC Zwolle,FC Twente,Netherlands Eredivisie
15619,15620,2015/2016,3,2015-08-23,1983296,0,0,AZ,Willem II,Netherlands Eredivisie
15620,15621,2015/2016,3,2015-08-23,1983297,1,1,ADO Den Haag,FC Utrecht,Netherlands Eredivisie
15621,15622,2015/2016,3,2015-08-23,1983298,2,0,Feyenoord,Vitesse,Netherlands Eredivisie
15622,15623,2015/2016,30,2016-04-08,1983533,3,1,PEC Zwolle,Roda JC Kerkrade,Netherlands Eredivisie
15623,15624,2015/2016,30,2016-04-09,1983534,1,3,Excelsior,Heracles Almelo,Netherlands Eredivisie
15624,15625,2015/2016,30,2016-04-09,1983535,0,1,SC Cambuur,Ajax,Netherlands Eredivisie
15625,15626,2015/2016,30,2016-04-09,1983536,2,2,Vitesse,ADO Den Haag,Netherlands Eredivisie
15626,15627,2015/2016,30,2016-04-09,1983537,2,0,PSV,Willem II,Netherlands Eredivisie
15627,15628,2015/2016,30,2016-04-10,1983538,4,2,SC Heerenveen,AZ,Netherlands Eredivisie
15628,15629,2015/2016,30,2016-04-10,1983539,3,1,FC Utrecht,N.E.C.,Netherlands Eredivisie
15629,15630,2015/2016,30,2016-04-10,1983540,3,1,FC Groningen,De Graafschap,Netherlands Eredivisie
15630,15631,2015/2016,30,2016-04-10,1983541,0,1,FC Twente,Feyenoord,Netherlands Eredivisie
15631,15632,2015/2016,31,2016-04-15,1983542,1,1,De Graafschap,FC Twente,Netherlands Eredivisie
15632,15633,2015/2016,31,2016-04-16,1983543,1,1,Vitesse,Heracles Almelo,Netherlands Eredivisie
15633,15634,2015/2016,31,2016-04-16,1983544,1,1,Feyenoord,FC Groningen,Netherlands Eredivisie
15634,15635,2015/2016,31,2016-04-16,1983545,5,1,AZ,PEC Zwolle,Netherlands Eredivisie
15635,15636,2015/2016,31,2016-04-16,1983546,0,3,Roda JC Kerkrade,PSV,Netherlands Eredivisie
15636,15637,2015/2016,31,2016-04-17,1983547,2,2,Ajax,FC Utrecht,Netherlands Eredivisie
15637,15638,2015/2016,31,2016-04-17,1983548,0,2,Willem II,ADO Den Haag,Netherlands Eredivisie
15638,15639,2015/2016,31,2016-04-17,1983549,2,1,N.E.C.,SC Cambuur,Netherlands Eredivisie
15639,15640,2015/2016,31,2016-04-17,1983550,1,1,Excelsior,SC Heerenveen,Netherlands Eredivisie
15640,15641,2015/2016,32,2016-04-19,1983551,1,0,FC Groningen,Roda JC Kerkrade,Netherlands Eredivisie
15641,15642,2015/2016,32,2016-04-19,1983552,2,0,PSV,Vitesse,Netherlands Eredivisie
15642,15643,2015/2016,32,2016-04-20,1983553,2,0,FC Twente,Excelsior,Netherlands Eredivisie
15643,15644,2015/2016,32,2016-04-21,1983554,1,2,ADO Den Haag,AZ,Netherlands Eredivisie
15644,15645,2015/2016,32,2016-04-20,1983555,2,0,PEC Zwolle,N.E.C.,Netherlands Eredivisie
15645,15646,2015/2016,32,2016-04-20,1983556,0,2,SC Heerenveen,Ajax,Netherlands Eredivisie
15646,15647,2015/2016,32,2016-04-20,1983557,0,2,FC Utrecht,De Graafschap,Netherlands Eredivisie
15647,15648,2015/2016,32,2016-04-21,1983558,1,1,SC Cambuur,Willem II,Netherlands Eredivisie
15648,15649,2015/2016,32,2016-04-20,1983559,2,2,Heracles Almelo,Feyenoord,Netherlands Eredivisie
15649,15650,2015/2016,33,2016-05-01,1983560,1,2,SC Heerenveen,FC Groningen,Netherlands Eredivisie
15650,15651,2015/2016,33,2016-05-01,1983561,4,1,AZ,De Graafschap,Netherlands Eredivisie
15651,15652,2015/2016,33,2016-05-01,1983562,0,1,Willem II,Feyenoord,Netherlands Eredivisie
15652,15653,2015/2016,33,2016-05-01,1983563,4,0,Ajax,FC Twente,Netherlands Eredivisie
15653,15654,2015/2016,33,2016-05-01,1983564,6,2,PSV,SC Cambuur,Netherlands Eredivisie
15654,15655,2015/2016,33,2016-05-01,1983565,2,2,Excelsior,PEC Zwolle,Netherlands Eredivisie
15655,15656,2015/2016,33,2016-05-01,1983566,1,1,Heracles Almelo,ADO Den Haag,Netherlands Eredivisie
15656,15657,2015/2016,33,2016-05-01,1983567,1,3,Vitesse,FC Utrecht,Netherlands Eredivisie
15657,15658,2015/2016,33,2016-05-01,1983568,1,2,N.E.C.,Roda JC Kerkrade,Netherlands Eredivisie
15658,15659,2015/2016,34,2016-05-08,1983569,0,2,SC Cambuur,Excelsior,Netherlands Eredivisie
15659,15660,2015/2016,34,2016-05-08,1983570,1,3,FC Utrecht,AZ,Netherlands Eredivisie
15660,15661,2015/2016,34,2016-05-08,1983571,1,0,Feyenoord,N.E.C.,Netherlands Eredivisie
15661,15662,2015/2016,34,2016-05-08,1983572,1,3,PEC Zwolle,PSV,Netherlands Eredivisie
15662,15663,2015/2016,34,2016-05-08,1983573,1,1,De Graafschap,Ajax,Netherlands Eredivisie
15663,15664,2015/2016,34,2016-05-08,1983574,2,3,Roda JC Kerkrade,Willem II,Netherlands Eredivisie
15664,15665,2015/2016,34,2016-05-08,1983575,2,1,FC Groningen,Heracles Almelo,Netherlands Eredivisie
15665,15666,2015/2016,34,2016-05-08,1983576,1,1,ADO Den Haag,SC Heerenveen,Netherlands Eredivisie
15666,15667,2015/2016,34,2016-05-08,1983577,2,2,FC Twente,Vitesse,Netherlands Eredivisie
15667,15668,2015/2016,4,2015-08-28,1983299,0,1,Willem II,N.E.C.,Netherlands Eredivisie
15668,15669,2015/2016,4,2015-08-29,1983300,2,0,FC Utrecht,FC Groningen,Netherlands Eredivisie
15669,15670,2015/2016,4,2015-08-29,1983301,1,1,SC Heerenveen,PEC Zwolle,Netherlands Eredivisie
15670,15671,2015/2016,4,2015-08-29,1983302,3,0,Excelsior,De Graafschap,Netherlands Eredivisie
15671,15672,2015/2016,4,2015-08-29,1983303,2,0,Heracles Almelo,FC Twente,Netherlands Eredivisie
